sentence,polarity,category,aspect
شكرا صديقي علي سعه صدرك و صدق قولك لان كثير ممن تاخذ عاطفه يهاجمونك دون تفكير في حقيقه انا عملت بقابس 5 سنو تعبت ياسر في حكايه اكل و مطاعم و الحق يقال مطبخ دياري قابسي ثري جدا لجوده بهار بهار جاره و ما ادراك و هروس بنين و لحم علوش راعي بين كليل و زعتر بجبال دخيله توج و مطماطه الخ الخ اما نسبه مطاعم فيجب بناء مشاريع في هذا مجال حتي يتس برا و عابر سبيل و قابسي بعيد عن منزله و مقيم بعيدا عن زوجته او امه ان يستمتع جوده و طعم و بنه و نظافه التي يتمتع بها اهل شمال,Positive,GENERAL,
جبوره,Positive,GENERAL,
مترو ب 26 مترو تراب ارخص ملا حال شعب يموت علي تجوعيب,Negative,FOOD#PRICES,سوم
حل يديك يا معلم وفي شويه باش ربي يباركلك زعام كان تشحطو فالسوم توا هذيكا متاع 26 د,Negative,FOOD#PRICES,سوم
نظافه مشكله كبيره,Negative,RESTAURANT#cleanliness,نظافة
شبيه يتقشف,Negative,FOOD#PRICES,سوم
اسف نظافه معدومه يحط لوح علي ارض و يطلع بيها باقيت حيط مش نظيف يا مزوق من برا شن حالك من داخل,Negative,RESTAURANT#cleanliness,نظافة
لا نظافه و لا استغلال 26دينار و يتقرنط علي مكون و كان خذاو 5 باق فرسي راهو طلعول 2 متر مقاس و يفضلو دينار في مكتوب,Negative,RESTAURANT#cleanliness,نظافة
لا نظافه و لا استغلال 26دينار و يتقرنط علي مكون و كان خذاو 5 باق فرسي راهو طلعول 2 متر مقاس و يفضلو دينار في مكتوب,Negative,FOOD#PRICES,سوم
لا قواندو لا ماسك و لحيه طويله شيء يعيف انا حتي بدورو منشريهاش نعرف عليك شمسيت قبل و نظيفه والا بالك طاحه فيها شعره,Negative,RESTAURANT#cleanliness,نظافة
اعطو وصفه تاعو داي نشوفو وتشهيتو ميته باش ناكلو حبيت نخدمو ف دار بليز,Negative,RESTAURANT#GENERAL,مطعم
دمار شامل زيت محروق عندو شهر اخطاك مالفريت,Negative,FOOD#QUALITY,اكل
ياخي شنيا مكينه الي يحط فاها لعجينه له,Negative,RESTAURANT#GENERAL,مطعم
عنو محل من فضلك,Positive,RESTAURANT#LOCALISATION,عنوان
وين عنو بضبط,Positive,RESTAURANT#LOCALISATION,عنوان
باڨ فارسي 90 موزرلا و باقي عجينه و هريسه و سوس و طرف شور كان مش سكالوب هذا يتمنيك عالعباد,Positive,FOOD#QUALITY,اكل
ربي يعا ناس فالح كان في تنبير لا تخدمو لا تخلو شكون يخدم ميترو بيتزا ب 26 د مالا بقداش تحبوه فين فرنك,Negative,FOOD#PRICES,سوم
ملا وسخ,Negative,RESTAURANT#cleanliness,نظافة
اين نظافه انا لا ارا وغالي برشا بصراحه,Negative,RESTAURANT#cleanliness,نظافة
اين نظافه انا لا ارا وغالي برشا بصراحه,Negative,FOOD#PRICES,سوم
ربي يرفع علي هذا لبلاء و ترجع لحدود مفتوحه و نجيو لبلاد ثانيه تونس تحياتي لشعب تونسي,Negative,GENERAL,
يزيو من باغ فيرسي و بيتزا علاش ماعادتش تخرج و تمشيو تصورو في ولاي اخري,Positive,GENERAL,
اهلا وسهلا ومرحبا سال وجيه اجابه اولا كان طفس سخون ثان مشكله كورو خلت خرجه صعيبا شويا شكراع علي تفاعلك اما خرج جنوب وباقي مناطق تونسيه مبرمجه انشاء الله معيار نظافه صفر و بيتزا يور لحيتو طويله و حالتو حليله موش نظيف و زيد يخدمو لا كمامه لا قندوو,Negative,RESTAURANT#cleanliness,نظافة
شفنا شكون بامكا بسيطه و يقدم في حاجه بنينه و اخص نظيفه,Positive,RESTAURANT#cleanliness,نظافة
خدمه نظيفه ربي يوفق,Positive,RESTAURANT#cleanliness,نظافة
ربي يكون في عون وليد و منعم,Positive,RESTAURANT#SERVICE,شاف
مطعم جميل ونظيف,Positive,RESTAURANT#cleanliness,نظافة
بدون تعليق الله يبارك,Positive,GENERAL,
ربي اوفقك ممتازه فكره احترامك لدينك ازيدك وهره,Positive,GENERAL,
الله اعلي واكبر يرحم ديك,Positive,GENERAL,
فكره مزيانه اما بربي كيف تحط سندويتش في فور من مستحسن تحطو فيه فروماج الخص طماطم ما يلزمهمش يدخلو فور وزيد اعمل طله علي يوتوب شوف تو تشوف باش يقعد خضره فراش وبالنسبه فريت ظاهر بنين اما زيد اعمل طلا علي,Positive,RESTAURANT#GENERAL,مطعم
ماشاء الله عليك ملتزم ربي يوفقك وربي يرحم ديك,Positive,GENERAL,
ممتازحقك تحط عنو,Positive,GENERAL,
يشهي يشهي عشقي فريت و فكره مشروع برافو خدمه مزيانه,Positive,FOOD#QUALITY,اكل
فريت عشقي اما الله غالب يسمن و مضر صحه مهم يا ادم اعمل طله عالنفيضه,Positive,RESTAURANT#GENERAL,مطعم
فريت عشقي اما الله غالب يسمن و مضر صحه مهم يا ادم اعمل طله عالنفيضه,Negative,FOOD#QUALITY,اكل
مشالله رب ايبركل خدمه مزيانه و ضاهر بني,Positive,RESTAURANT#SERVICE,شاف
ربي يوفق يارب,Positive,GENERAL,
كل احترام موش كما بطاله الي منحبش تبتكر وتحب علي لقمه بارده,Positive,GENERAL,
عنو بضبط وين,Positive,RESTAURANT#LOCALISATION,عنوان
ربي يوفق ان شاء الله جوعتو والله يشهي,Positive,GENERAL,
توحشت تونس,Positive,GENERAL,
توفيق ذكرتي ببلجيكا,Positive,GENERAL,
محلا ربي يوفق ماكله اتشهي,Positive,RESTAURANT#GENERAL,مطعم
خويا ربي يحفضلك ميمتك ولي متوفيه ربي يرحم ويجعل من اهل جنه ويجعل قبر نور علي نور لهم اثبت عند سؤال وال عند جواب لهم ارحم من اغلقت اعين ونتهي عمر لهم اجعل قبور بعد فراق دنيا اجمل مسكن تغفو به اعينه مالل ارحم جميع امه وجميع موت مسلم لهم امين وصلي لهم علي سيد محمد وعلي اله وصحبه اجمع ابو ماك خاسر وهذا واش طالب منكم فضلا وليس امراربي يحفظ,Positive,GENERAL,
طياره برشا كيما في هولاندا فازه هذي ربي يوفق برافوو,Positive,FOOD#QUALITY,اكل
برافو وربي يعين اعملو جو في خدمه وما تتعاركوش بربي كونو بروفاسيونال,Positive,GENERAL,
ربي يبارك ربي يعا,Positive,RESTAURANT#SERVICE,شاف
فكره هذي موجدا في هولندا ناجحا ربي يوفق انشالله,Positive,GENERAL,
اش خص كان انجم نعمل مشروع كيف هكا,Positive,GENERAL,
بربي وين عنو,Positive,RESTAURANT#LOCALISATION,عنوان
بسم الله ماشاء الله نظافه اكيد بنه,Positive,RESTAURANT#cleanliness,نظافة
تحب كوره ههه,Positive,GENERAL,
ربي يعين,Positive,GENERAL,
ربي يباركل,Positive,GENERAL,
يعطي صحه والله حاجه مليحه ونظيفه ربي يوفق و يوجه خير لوليد,Positive,RESTAURANT#cleanliness,نظافة
مزيانه فكره اما كيف نشوف لون زيت مش عادي غامق مستعمل ياسر,Positive,RESTAURANT#GENERAL,مطعم
مزيانه فكره اما كيف نشوف لون زيت مش عادي غامق مستعمل ياسر,Negative,RESTAURANT#cleanliness,نظافة
مله تشخشيخ و مله جو ربي يباركل و يباركلك انت زادا,Positive,RESTAURANT#GENERAL,مطعم
ماشاء الله خدمه نظيفه,Positive,RESTAURANT#cleanliness,نظافة
مشروع رائع الله يوفق لتار انتباهي هو مطيريال خاصو يتبدل باش منظر يبان زوين راه توسخ,Positive,RESTAURANT#GENERAL,مطعم
مشروع رائع الله يوفق لتار انتباهي هو مطيريال خاصو يتبدل باش منظر يبان زوين راه توسخ,Negative,RESTAURANT#cleanliness,نظافة
اول حلقه شفت مطعم وطاقم مستخدم ناظف,Positive,RESTAURANT#cleanliness,نظافة
بدل زيت لونو حاله,Negative,RESTAURANT#cleanliness,نظافة
فريت فيه اختصاص ههه ياخي حاله,Negative,RESTAURANT#GENERAL,مطعم
والله عجبت لما وقفت تصوير علي خاطر ادان ربي يباركلك في قناتك وتوصل الي ملي في اسرع وقت,Negative,GENERAL,
تخلبيص برشه مثلا بالله كيفاش الخس يتحط في فرن,Positive,RESTAURANT#GENERAL,مطعم
فريت تو بلاش زيت يكون افضل و صحي,Negative,RESTAURANT#GENERAL,مطعم
مفهمتش وين نقاوه پلاكه تاع سكالوپ كحله حموم,Positive,RESTAURANT#LOCALISATION,عنوان
بالله ملاحظه وصلهال راهو شعر كي يبدا عري يطيح في ماكله خلي عاد كي يبدا محلول غطوا روس حتي بجرد شوليقه و ماتخلوهش عري بعد مستهلك مسك يلقي شعرك في ماكله و يشبعك سب,Positive,RESTAURANT#cleanliness,نظافة
توفيق ان شاء الله,Negative,GENERAL,
شو,Positive,GENERAL,
برافو,Positive,RESTAURANT#GENERAL,مطعم
مشيت حانوت نظيف و منظم و كيف يقلك بعد ربع ساعه تحضر كوموند متاعك نلقا حاضره مشيت بذمه فريت خذيت فريت جباده الحق ما عجبنيش برشا موش كيف تخيلتو تنجمو تحسنو,Positive,RESTAURANT#cleanliness,نظافة
مشيت حانوت نظيف و منظم و كيف يقلك بعد ربع ساعه تحضر كوموند متاعك نلقا حاضره مشيت بذمه فريت خذيت فريت جباده الحق ما عجبنيش برشا موش كيف تخيلتو تنجمو تحسنو,Negative,FOOD#QUALITY,اكل
وين في باردو ضبط علاش ما تغطيه عنو صحيح و كامل,Negative,RESTAURANT#LOCALISATION,عنوان
اختي كوثر انا متاكد انك شفت عنو فقط ولوك شاهدت فيديو راك عرفت الي احنا ذكر عنو مرت عفوا صديقت,Negative,RESTAURANT#LOCALISATION,عنوان
محلا محلا فكره عجبت بارشا اش خص كان انحم,Negative,RESTAURANT#GENERAL,مطعم
مشروع ساهل ومربح فكره باهيه وتنطر ماني,Positive,RESTAURANT#GENERAL,مطعم
اليوم نمشي,Positive,GENERAL,
سلام علي ابحث عن محل كراء في باردو لانشاء مطعم كباب شرقي شكرا لكم,Positive,RESTAURANT#LOCALISATION,عنوان
تخلويض لازم باكو فريت مستطيل حجم ومن صغير الي كبيروالصووص وحد مع فريت في,Negative,RESTAURANT#GENERAL,مطعم
شباب تونسي يبدع في كل شئ ما خلوهمش شياب 90 سنه عمر و ما همش مسيب,Positive,RESTAURANT#GENERAL,مطعم
وين ضبط في باردو,Positive,RESTAURANT#LOCALISATION,عنوان
وين مطعم,Positive,RESTAURANT#LOCALISATION,عنوان
بربي فين بظبط في باردو,Positive,RESTAURANT#LOCALISATION,عنوان
بحال بلجيكا,Positive,GENERAL,
مبادره مليحه و فكره شباب لاكن ماتكلمتش علي ثمن,Positive,FOOD#PRICES,سوم
وين في باردو,Positive,RESTAURANT#LOCALISATION,عنوان
شنوه اختراع والي بهت براكه متاع فريت في بلجيكا في كل حوومه وزنقه,Positive,RESTAURANT#GENERAL,مطعم
حطل اسوام عاد,Positive,FOOD#PRICES,سوم
سكالوب حطو في ابض عظمه وكورن فلاكس مهروش وبعد اقليه موش نورمال,Positive,RESTAURANT#GENERAL,مطعم
وين في باردو ضبط,Positive,RESTAURANT#LOCALISATION,عنوان
من لم يتزوج تونسيه مات اعزب ههه,Positive,GENERAL,
مجهود طيب جيست نظفو قرياد ديما,Positive,RESTAURANT#cleanliness,نظافة
طفله هذيكا علاه متلمش شعر كي هي بحذا ماكله,Positive,RESTAURANT#cleanliness,نظافة
بصراحه خدمه الي تعمل فيها جيده و تعرف اكل تونسي و ابتكار جديده اما بالله ماعادش تتكلم لانو الله غالب صوتك موش متاع تعليق و كلامك فيه برش حشو و حاجه اخري فيديو ياسر طويله شكرا علي مجهود,Positive,RESTAURANT#GENERAL,مطعم
تحياتي لطفي لايكا بطاطا ههه,Positive,GENERAL,
احسن فريت فريت بلجيكا وانتهي موضوع وهنا انواع و بطاطا فريتمش كل بطاطا تصلح فريت وما دمت في تونس كل انواع موجود هالم بطاطا,Negative,RESTAURANT#GENERAL,مطعم
بتوفق انشاء مبرؤك,Positive,GENERAL,
فريت بلجيكا وهولاندا,Positive,GENERAL,
بالله وين في باردو,Positive,RESTAURANT#LOCALISATION,عنوان
توقع رياضيه متنساوش ديرو اشتراك قناه5,Positive,GENERAL,
شبيه زيت قلي اكحل من مفروض يتبدل خاطر يولي يضر طاج يشوي فيه سكالوب شبيه خامج من مفروض يتنظف بعد كل استعمال و نسبه فريت ما جبتش حاجه جديد فريت بعد ما يتقص يتحط في ماء و الخل بعد تنشف و تحط نشاء يجي هبال شنوا لي جبتو جديد مع تجربتك في خارج,Negative,RESTAURANT#cleanliness,نظافة
ينجح تو نطلو,Negative,RESTAURANT#GENERAL,مطعم
توا بطاطا تتقلي هوا سخون موش زيتبكل مضره صافيه,Positive,RESTAURANT#cleanliness,نظافة
بسو كواف علي شعر,Negative,RESTAURANT#cleanliness,نظافة
الله يرحم ديك انس محترم اعجبت عند وقفت تصوير عند سمعت اذان وكلامي موجه ذين لا يعرف وينتقدونك عند اوقفت تصوير انه عند يؤذن مؤذن يجب توقف عن كلام من اجل ترديد اذان مع مؤذن لكسب اجر واتباع سنه نبي صلي الله عليه وسلم,Negative,GENERAL,
وين,Positive,RESTAURANT#LOCALISATION,عنوان
باتاتا,Positive,RESTAURANT#GENERAL,مطعم
تنجم بالله تجاوب علاش فما ناس تسال عالسوم و ناس لا و الا شروط مسبقه من صاحب محل انصحك ان تحافظ علي صدق قناتك,Positive,FOOD#PRICES,سوم
فكره باهيه اما هذي تقليد بلجيكي و اختصاص بلجيكي اما حاجه حلوه,Positive,RESTAURANT#GENERAL,مطعم
يعطيك صحه علي احترام اذان بارك الله فيك,Positive,RESTAURANT#SERVICE,شاف
من مفروض شعرك ملموم و مغطي من ابجدي مطاعم هذي,Positive,RESTAURANT#cleanliness,نظافة
فريت زطله متاعي انا معنا قولتولي وين محل في باردو,Positive,RESTAURANT#LOCALISATION,عنوان
علاش كذب مطعم عادي رديتوه اختصاص فريت تونسي كان حشو,Positive,RESTAURANT#GENERAL,مطعم
لاتضع سلطه في فرن ضعها في ندويتش في اخير,Negative,RESTAURANT#GENERAL,مطعم
ياولدي زايد لتعملو فيه ديما كسكروت كفتاجي وتن يعتبر كسكروت بلاد وكسكروت رقم1 في تونس كسكروت لتعملو فاها مش امتاع مايوناز وفيناس برشا حاج اذيكا تمشي في فرنسا واوروبا منظر بدون طعم نصيحه والله اعلم مطعم شعبي ديما خير ويتكلف ارخص,Negative,RESTAURANT#GENERAL,مطعم
ياخي هاذي مش مدينه باي احنا مشنا اتراك احنا عرب و احفاد مستعرب و ما نحبوش ترك و ادو اخونجيه قدم يعني باي او اخونجيه جدد ارجو عدم تكرار هذا كلام مع تحيه من باردو قناه جميله تعريف اكل تونسي,Positive,GENERAL,
كي يبدا اذان طبيب يكمل خدمتو وهو ساكت والي في حرب يكمل يحارب وهو ساكت بهيم الي كيفك زاده يبطل ما عادش ينهق حتي يكمل اذان ساهلا لحكايه,Positive,GENERAL,
منين فكره جديده بجاه ربي ثقافه بطاطا فريت موجوده في بلجيكا كاكله شعبيه,Positive,RESTAURANT#GENERAL,مطعم
بقداش تشر في بطاطا تحبوش فريت مقصوصه وحاضره نعيش في ريف و بطاطا خضر موجوده كان تحب مزود متع بطاطا وغيرو كلمو,Positive,FOOD#PRICES,سوم
ملا فريتا اصنعو رواح يا شباب طيح سعد انا هربت مل بلاد ههه يا فريتا احرقو جيبو لورو,Positive,RESTAURANT#GENERAL,مطعم
ناقصه نظافه,Negative,RESTAURANT#cleanliness,نظافة
بنيه يلزم تلبس حاجه علي راس,Positive,RESTAURANT#cleanliness,نظافة
بقداش,Positive,FOOD#PRICES,سوم
ناس بكري قال الي يبدل لحيه بلحيه يشتاق اثن علاش كثير من توانسه يتكلفو كلام فرنسيه فرنسيه متاع تشكي لربي استعمال فرنسيه بدل لغتك حتي دارجه ما يدلش علي تحضر تمدن بقدر ما يدل علي فقر لغوي و ضعف فكري واذا كانت لغه اجنبيه تاعبه صار فقر علي فقر ربي يصلح احوال,Positive,GENERAL,
مدينه باي علي شويه اثار رديت ها متاع بيات ملا حتي حمام انف و محمديه متاع بيات والا نقلك تونس كامله متاع باي,Positive,GENERAL,
فريت لطف اكبر مضره بدن شعر عري بصراحه ما نشجعوش وربي يجيبل قسم,Negative,RESTAURANT#cleanliness,نظافة
اش تقصد ببلاد باياتيزي بلا تقوحيبمحل بطاطا مقليه اك اما تعمل في شعبويه قال شنوا,Negative,RESTAURANT#GENERAL,مطعم
اذن يذن نحبسو تصوير يحبس مخك,Negative,GENERAL,
ماشاء الله الله يوفق ويرزق تحيه لتونس حبيبه من بحر,Positive,RESTAURANT#SERVICE,شاف
بالله عود ديما خوذل فكره عالاسوام و حطهم في صندوق وصف و لا اذكر باش تزيد تعاو خدمه ياسر طياره الله مستع,Positive,FOOD#PRICES,سوم
توفيق جميع وتحيه طيبه من ليب حبيبه الي تونس خضراء,Positive,GENERAL,
مشاء الله لهم زد و بارك لكل من يعمل حلال ربي يوفق لما فيه خير بلاد و عباد تحياتي لكم من جزائر شقيق,Positive,RESTAURANT#SERVICE,شاف
بصراحه محل طيب و نظيف و شباب ما شاء الله ربي يحفظ يستاهل الف تحيه,Positive,RESTAURANT#cleanliness,نظافة
مشاء الله شباب نظيف ربي يبارك ويزيد والله حمد الله كي نري ولاد بلادي يشمر علي ذراعو ويقدم تحيه ليك يا بنت بلادي شهمه غير تلقا تبيع في روح بارخص اثم ربي معا ويعا من كل قلبي ما شاء الله مبادره شبابيه طيبه في تونس الله يوفق,Positive,RESTAURANT#cleanliness,نظافة
ان شاء الله نجرب ماكلت عن قريب,Positive,RESTAURANT#GENERAL,مطعم
اخيرا شفت ناس محترمه تلبس قواندوو موش تلعبز بيدي حظ موفق,Positive,RESTAURANT#cleanliness,نظافة
عشقي و غرامي فريت فكره هايله الحق و ان شاء الله ربي يجيب قسم ربي يعين و ينجح شباب ناشط و مبتكر ماحلا و ربي يوفق و يجيبل قسم,Positive,RESTAURANT#SERVICE,شاف
اول مانجي لباردو نزور ان شاء له لازم نشجعو فكره مشروع ماحلا و شباب يخدم و معمل علي رواح في هالظروف صعيبه,Positive,RESTAURANT#GENERAL,مطعم
الله يفتحلك ابواب التي ظننت انها مغلقه يامن اشتركت في قناتي حاجه حلوه برشا ربي يوفق و يجيبل قسم,Positive,RESTAURANT#GENERAL,مطعم
توفيق و نجاح ان شاء له,Positive,GENERAL,
بارك الله فيكم وجزا الله خير جزاء يعطيك صحه خويا برنامج ممتاز,Positive,GENERAL,
الله يوفق هالشباب مزي وربي يرزق من حلاله امين يا رحم,Positive,GENERAL,
حتي احنا ناقص مطاعم في باردوانشالله يخممو في فريته صحيه ومن غير قلي,Positive,RESTAURANT#GENERAL,مطعم
ربي يوفق انشالله يعطي صحه,Positive,GENERAL,
فكره حلوه ربي يوفق شباب علي,Positive,GENERAL,
ربي يعا و يحفظ شباب بلادي,Positive,GENERAL,
لحكي هذه في بلجيكا وهولندا فكره ممتازه توفيق,Positive,RESTAURANT#GENERAL,مطعم
في مان فما محل لبيع بطاطه بجميع انواع محل كما حامص في تونس يبيع في اكثر من شكل بطاطه,Positive,RESTAURANT#GENERAL,مطعم
تنضيف و لهوه ماتريال و شكرا,Positive,RESTAURANT#cleanliness,نظافة
ما عند حتي علاقه نظافه حتي ظبابط باين خمج صافي كعور و دز اعور,Negative,RESTAURANT#cleanliness,نظافة
مشاء الله علي نظافه الي عجب نظافه مطعم وتركيزك علي لبس قفاز ربي يرزقك,Positive,RESTAURANT#cleanliness,نظافة
عند نظافه و ما خدامش بيديه تحسبه له,Positive,RESTAURANT#cleanliness,نظافة
ربي يعينو و يرزقو و يرزق كل مؤمن,Positive,RESTAURANT#SERVICE,شاف
الله يباركلو ناس يعلم بيها مولي كبار و صغار الله يعينو و يرحم كيف ما في وجهو رحمه و الله يغيض تلامذه ساع ماعندهمش جواعه و زملائ يفطر كان جيت عندي كلمتي في بلاد و الله عظيم نكرم امان ابعث لبرنامج ديما لاباس خلي يكرموه و لو تكثر شعبيت هو اولي و له,Positive,RESTAURANT#GENERAL,مطعم
ربي يحمي والله رجال طيب ربي يكثر منوا ناس بلله ناس لكل ترحمل علي ولدي,Positive,GENERAL,
رجاء دعم صاحب مطعم بنشر هذا فيدو مغ اصدقائ علي فايسبوك وبورك فيكم,Positive,GENERAL,
الله يرحم ديه مزال خير و قناعه في دنيا نشالله ربي يكثر منو ناس و ربي يزيد في رزقو و يعطيه ما يتم قلب كبير و نظافه ماشاءالله,Positive,RESTAURANT#cleanliness,نظافة
ربي يوفقو ويعينو ويرزق كل واحد مالحلال طيب,Positive,RESTAURANT#SERVICE,شاف
هدا انس نظيف متواضع و متربي زائد انو عملي و حطه كاسكروت و سوندويتش روعه شكرا تقديم,Positive,RESTAURANT#SERVICE,شاف
ما تنحل شهيه ونقد ناكل كان علي فديو من فديواتك شكون كيفي,Positive,GENERAL,
كل واحد حلايلي و نظيف وقلبو كبير ربي يباركلو و يعطيه علي قد قلبو,Positive,RESTAURANT#SERVICE,شاف
شخص هذا تقريبا وحيد لي نشوفو علي قناه هاذي ويحط كل شي في حقو من غير سرقه وطمعربي يباركلو,Positive,GENERAL,
يرحم ديه و باركله مزال خير في دنيا ربي يباركلو في صحتو حتي هو توه كثر استغلال,Positive,RESTAURANT#SERVICE,شاف
لواحد كان ب1500 فرنك يعبي كرشو بكسكروت توه ولا دوبل و زيد مفيه شي,Negative,FOOD#PRICES,سوم
مشالله ناس تخدم علي نظافه و يتاي و ارضاء حريف ربي يباركلو انشالله,Positive,RESTAURANT#cleanliness,نظافة
مازال خير في دنيا ربي يياركلو في رزقو,Positive,RESTAURANT#SERVICE,شاف
ربي يباركلك و يرزقك كل خير خويا و يكثر منك ناس دنيا مازال فيها خير حمد الله,Positive,RESTAURANT#SERVICE,شاف
الله يرحم ديك علي ملبنه قرمباليه لي عرفت عليها اول فرصه منخدمش فيها بحول الله نشد اتوروط نمشيل عل صباح,Positive,RESTAURANT#GENERAL,مطعم
نصف دينار نفس سعر كسكروت في تونس,Positive,FOOD#PRICES,سوم
ربي يباركلك خويا ويرزقك من حيث لا تحتسب,Positive,RESTAURANT#SERVICE,شاف
ما شاء الله تبارك الله اكل تونسي شي يخبل عقل عين بصيره واليد قصيره,Positive,GENERAL,
ربي يبارك لكل واحد يجيب بعرق جبين,Positive,GENERAL,
كنت نقري في باب عسل كان فمه مطعم عام 2011 يبيع في كسكروت ب 600 نتصور مولاه كان رابح برشه دعاء خير ليه و لوالديهو كيف تمشي لازمك تست قريب نص ساعه بش يخلطلك دورهاذم ناس اللي لازم نشوفو و نوريوهمو ديما ربي مباركل,Positive,FOOD#PRICES,سوم
ربي يباركلك محل نظيف وراجل طيب واسوام مرفقه ناس الي حاطه من عاجب فيديو ابعدو ناس هاي,Positive,RESTAURANT#cleanliness,نظافة
ربي يباركلك محل نظيف وراجل طيب واسوام مرفقه ناس الي حاطه من عاجب فيديو ابعدو ناس هاي,Positive,RESTAURANT#SERVICE,شاف
ربي يباركلك محل نظيف وراجل طيب واسوام مرفقه ناس الي حاطه من عاجب فيديو ابعدو ناس هاي,Positive,FOOD#PRICES,سوم
يرحم ديه و ربي يباركلو,Positive,RESTAURANT#SERVICE,شاف
ربي يباركلك والله يرحم ديك وربي يفرحك ويجازيك خير,Positive,RESTAURANT#SERVICE,شاف
ربي يعينو,Positive,RESTAURANT#SERVICE,شاف
حمدلله مازال خير في تونس,Positive,GENERAL,
نظيف تبارك الله,Positive,RESTAURANT#cleanliness,نظافة
نظافه و اسعار شعبيه جدا برافو,Positive,RESTAURANT#cleanliness,نظافة
نظافه و اسعار شعبيه جدا برافو,Positive,FOOD#PRICES,سوم
بركه قناعه يرحم ديك ديه,Positive,GENERAL,
فما لفيف في عوينه وفما تندوره في صفاقس ماكله هنديه,Positive,RESTAURANT#GENERAL,مطعم
احلي حومتي و احلي مقر و احلي عدووله مرحبا بيكم ناس الكل في مقر,Positive,GENERAL,
يا خويا نا دزيري وين نلقي لبلابي بنين في تونس عاصمه,Positive,RESTAURANT#LOCALISATION,عنوان
ربي يزيدو و يباركلو في صحتو,Positive,RESTAURANT#SERVICE,شاف
ياخي هذا في مڨر,Positive,RESTAURANT#LOCALISATION,عنوان
بالله قلي وين ضبت باش كان جيت نهار لمقر نمشيلو,Positive,RESTAURANT#LOCALISATION,عنوان
لا حيله و لا شيتيلهكل شيء قدامكفرشكتبارك الله و ربي يعينك خويا,Positive,RESTAURANT#SERVICE,شاف
كان جاو توانسه كل كيف سيد هذا تراعي بعض وتف ضروف بعض تو تونس تولي عالسكه من غير لا حكومه ولا كلاب تحكم فينا برافو سيد وربي يكثر منو النا,Positive,RESTAURANT#SERVICE,شاف
اخو منظفو و لبركه بلحق مع لعباد هذم بقاو منهم شويا نقلك ربي يبارك فقصمك و كثر منك ناس مصابه تونس كامله جات هكا,Positive,RESTAURANT#cleanliness,نظافة
ربي ي,Positive,GENERAL,
ماشاء له مزيد من استمرار تقدم ويدوم تواصل,Positive,GENERAL,
هذا احسن مطعم مره انا مشيت لمطعم اولا كيس و مغارف امسخ ثان لقيت شعره و وما فماش نضافه وليت ما نمشي كان مطاعم الي يطيب فيها قفاز,Positive,RESTAURANT#cleanliness,نظافة
مشاء الله قناعه كنز,Positive,GENERAL,
ربي يباركلك شبع شبع جيع عمرو ما يولي شبع,Positive,RESTAURANT#SERVICE,شاف
صحيت,Positive,RESTAURANT#SERVICE,شاف
من مفترض ان يكون سعر سندويش ب 1400 مليم,Positive,FOOD#PRICES,سوم
ليس 1200 مليم,Positive,FOOD#PRICES,سوم
خويا كي تهبط فيديو اعمل موقع مطعم في وصف,Positive,GENERAL,
انا كيف نهبط تونس انجي ناكل عندو ونشكيلو خطر هوني بعو فيه ب15د صحن تونسي كن لغلي ولكوي كعبت لبريك خمسه دولاغ,Positive,FOOD#PRICES,سوم
برشا عباد يحسبو,Negative,FOOD#PRICES,سوم
الله يباركلك,Positive,RESTAURANT#SERVICE,شاف
يعمل كيف راجل ماذب نمشيلو موش علي ماكله اما علي تواضعو ونظافه مخوبا ركلو ديما زوالي يخدم باسوام معقوله عكس عديد ريستور هاي اسوام مرتفغه و مظاهر خداعه,Positive,FOOD#PRICES,سوم
يعمل كيف راجل ماذب نمشيلو موش علي ماكله اما علي تواضعو ونظافه مخوبا ركلو ديما زوالي يخدم باسوام معقوله عكس عديد ريستور هاي اسوام مرتفغه و مظاهر خداعه,Positive,RESTAURANT#SERVICE,شاف
يعطيه صحه مرفق تلامذه,Positive,RESTAURANT#GENERAL,مطعم
ربي يعين الي يخدم علي روح,Positive,RESTAURANT#SERVICE,شاف
ياسر هيا في لخر بركه ربي جمله حلوه ياسر,Positive,GENERAL,
انا كسكروت حذا 4500 سماح والله,Negative,FOOD#PRICES,سوم
كسكروت لبلابي اختصاص بنزرت من غير ما تحاولو,Positive,RESTAURANT#GENERAL,مطعم
بربي ثوم طايب او ني,Positive,RESTAURANT#GENERAL,مطعم
انس ضاهر شبع ونضيف في طريقه تفكيرو وفي معاملتو,Positive,RESTAURANT#SERVICE,شاف
شي يفرح اول مره نشوف مطعم في تونس نظيف,Positive,RESTAURANT#cleanliness,نظافة
روعه كسكروت و سومو اروع,Positive,FOOD#PRICES,سوم
روعه كسكروت و سومو اروع,Positive,FOOD#PRICES,سوم
شبع شبع زايد ربي يباركلو,Positive,RESTAURANT#SERVICE,شاف
يا ولدي اناهو تاكوس مكسيكي اكتب في ڨول تاكوس و شوف كيفاش اضاكا ملفوف لي تعملو فيه في تونس ماهوش تاكوس,Negative,RESTAURANT#GENERAL,مطعم
اين تاكوس في موضوع,Positive,RESTAURANT#GENERAL,مطعم
قالو 30د علي ماكله شارع,Negative,FOOD#PRICES,سوم
لحد الان مزالو مايفرقو بين بيريوتس و تاكوس,Positive,GENERAL,
